Ano Fato;Município;Desc Longa Subclasse Nat Principal;Tentado/Consumado Nat Principal;Bairro;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Qtde Ocorrências;MesOcorrencia;DiaOcorrencia;TurnoOcorrencia
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM JOAQUIM;RUA;FRANCISCO RODRIGUES MIRANDA;1;9;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM JOAQUIM;RUA;LAURO GOMES VIDAL;5;1;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM JOAQUIM;RUA;MARIA FERREIRA DA SILVA;2;9;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM JOAQUIM;RUA;QUELUZITA;1;5;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM JOAQUIM;RUA;URUTU;2;8;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM SILVERIO;RODOVIA;ANEL RODOVIARIO;8;1;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM SILVERIO;RUA;AMARAJI;2;3;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM SILVERIO;RUA;BATALHA DOS PALMARES;1;8;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM SILVERIO;RUA;FUED MANSUR KLURI;2;2;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM SILVERIO;RUA;ILHA DE MALTA;1;1;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM SILVERIO;RUA;JOSE CONSTANTINO DOS SANTOS;2;5;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM SILVERIO;RUA;LOURENCO VOLPINI;1;7;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM SILVERIO;RUA;MARFISA SOUZA RAPOSO;1;8;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM SILVERIO;RUA;PAULA BROCHADO FRANCA;1;3;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;DOM SILVERIO;RUA;VASCO DA GAMA;1;3;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;EYMARD;RODOVIA;ANEL RODOVIARIO;4;4;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;EYMARD;RUA;ALTAMIRA;1;6;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;EYMARD;RUA;ALTINO TEIXEIRA;1;9;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;EYMARD;RUA;CARMELITA TOLEDO;1;4;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;EYMARD;RUA;EXPEDICIONARIO HELIO PEREIRA;1;2;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;EYMARD;RUA;FERREIRA;7;9;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;EYMARD;RUA;IMPERIO;2;2;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;EYMARD;RUA;JANETE HELENA;5;5;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;EYMARD;RUA;JORNALISTA OSVALDINA NOBRE;2;8;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;EYMARD;RUA;LIDIA;3;1;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;EYMARD;RUA;MARIA AUXILIADORA;6;8;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;EYMARD;RUA;MARIAS;1;1;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;FERNAO DIAS;AVENIDA;JOAQUIM JOSE DINIZ;1;9;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;FERNAO DIAS;RUA;AIURUOCA;1;5;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;FERNAO DIAS;RUA;ASSUNCAO DE MARCO TEIXEIRA;1;8;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;FERNAO DIAS;RUA;CIRA DE SOUZA;1;2;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;FERNAO DIAS;RUA;DORESOPOLIS;2;3;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;FERNAO DIAS;RUA;GEORGINA DE PADUA;1;5;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;FERNAO DIAS;RUA;INACIO ROSA;1;5;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;FERNAO DIAS;RUA;MARIA FERREIRA DA SILVA;2;8;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;FERNAO DIAS;RUA;PAULISTA;5;8;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;FERNAO DIAS;RUA;QUELUZITA;4;8;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;ESTRADA;LIGACAO BR262 SABARA;1;4;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RODOVIA;ANEL RODOVIARIO;8;6;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RODOVIA;BR 381;1;2;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RODOVIA;MG05;8;8;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RODOVIA;ROSEMBERG SILVA;1;9;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ABILIO ALVES DOS SANTOS;4;4;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;AGENOR DE ABREU;1;6;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ALZIRA FARAH;1;4;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ANA HORTA;1;9;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ANGELO DE AQUINO FILHO;1;1;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ANITA CAIAFA MESQUITA;1;6;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ANUM;2;2;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ARACY DE ALMEIDA;5;2;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ASA BRANCA;3;8;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;AVESTRUZ;3;6;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;CANARIO;3;7;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;CAPITAO SILVIO CARVALHO;1;8;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;DECIO SILVEIRA MARQUES;1;9;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;DONA LOLO;2;6;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;DOUTOR AGILIO MONTEIRO;1;8;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;DOUTOR ARCANJO GAZOLI;1;8;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ELIAS MICHEL FARAH;1;7;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ESTRADA;5;8;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ETTORE CORRIERI;1;1;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;GANSO;1;2;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;GERALDO FERNANDES ROSA;1;9;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;GUARA;1;6;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;INHAMBU;1;8;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;IRMAOS NAVES;1;1;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;JOAO TAVARES DE ABREU;1;8;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;JOAQUIM PESSOA DUARTE;1;9;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;JOSE APOLINARIO ABREU;1;1;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;JOSE DO NASCIMENTO DE CASTRO;1;5;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;LIMOES;1;9;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;LUCIMARA MARQUES;14;1;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;LYNDA DEMAS TAVARES;1;5;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;MANOEL LUIZ DE ABREU;1;3;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;MANOEL TAVARES DE ABREU;4;5;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;MARIA DA CONCEICAO BONFIM;10;3;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;PAPAGAIO;1;6;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;PASSARO LIRA;3;2;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;PINTARROXO;1;2;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;POMBA;3;8;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;PROFESSOR ADOLFO GUILHERME;1;6;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;QUERO QUERO;1;1;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ROSEMBERG SILVA;6;4;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;ROUXINOL;1;8;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;SOFRE;1;2;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;TIE SANGUE;1;4;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;TORDO;1;8;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;UM;1;6;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;VINHO;1;5;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GOIANIA;RUA;WILSON SIQUEIRA;2;2;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GRACA;AVENIDA;CRISTIANO MACHADO;5;2;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GRACA;RUA;COROMANDEL;1;9;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GRACA;RUA;DOUTOR AMERICO GIANNET;1;6;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GRACA;RUA;ITAQUERA;4;6;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GRACA;RUA;JUREMA;1;7;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GRACA;RUA;JURUA;1;9;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GRACA;RUA;JUSSARA;1;9;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GRACA;RUA;MACAE;3;5;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;GRACA;RUA;SAO ROQUE;2;4;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPE;AVENIDA;JOSE CANDIDO DA SILVEIRA;3;6;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPE;RODOVIA;MG05;3;6;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPE;RUA;CARLINDO AUGUSTO SANTOS;1;9;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPE;RUA;FABIO VAZ DE MELO;1;9;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPE;RUA;HERCULANO SOARES ROCHA;3;5;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPE;RUA;JOSE MOREIRA BARBOSA;5;1;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPE;RUA;JOSE RAIMUNDO DE SOUZA;1;7;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPE;RUA;MARCIANO MOREIRA;1;1;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPE;RUA;TEODORO DOS REIS;1;7;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;AVENIDA;CRISTIANO MACHADO;21;4;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;AVENIDA;RENASCENCA;3;4;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;CONDE MONTE CRISTO;6;5;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;DOM CABRAL;4;4;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;DOUTOR FURTADO MENEZES;3;7;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;DULCE MARIA;1;3;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;JACUI;9;9;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;JOAQUIM FRANCISCO SILVEIRA;1;8;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;MARIA RITA;1;8;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;MATOS DA SILVEIRA;1;2;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;MAURA;1;3;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;PATRIARCA;1;1;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;PIO XI;1;9;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;PRINCESA ISABEL;2;8;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;PRINCESA LEOPOLDINA;4;6;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;QUIXADA;1;5;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;TARUMIRIM;1;2;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;UBAI;1;7;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;VAZANTE;1;3;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;VOLUNTARIOS DA PATRIA;1;1;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;IPIRANGA;RUA;WILSON MODESTO RIBEIRO;3;2;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;AVENIDA;JOSE RACHEL DE PINHO;3;6;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;ESTRADA;BORGES;11;2;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;ESTRADA;LINHA VELHA;2;3;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RODOVIA;ANEL RODOVIARIO;4;3;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RODOVIA;BR 381;1;6;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;ARGENTINOS;3;9;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;ARNALDO LOURENCO;1;8;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;AUGUSTA SACCHETTO SCALZO;4;5;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;BORGES;1;1;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;CABO AIRTON BRAGA;1;4;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;CABO MARCOS DE ALMEIDA;1;7;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;DOIS MIL QUATROCENTOS E SESSENTA E SEIS;1;2;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;DONA CHIQUINHA;4;5;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;GERALDO FERREIRA DA GLORIA;1;9;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;HENRIQUETA LISBOA;1;3;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;JAIRO BRITO DOS SANTOS;3;2;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;JANUARIO BORGES;4;5;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;JOAO SILVA;2;5;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;JORGE VIEIRA;2;2;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;JOSE DE LIMA GEO;1;6;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;JOSEFINO PINTO;2;2;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;JOSE FLAUSINO;4;2;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;MILTON DIAS;1;2;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;PALLAS ATHENA;1;6;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;PAULO PINHEIRO CHAGAS;2;6;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;PROFESSOR AMILCAR VIANA MARTINS;2;3;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;SETECENTOS E DEZESSEIS;1;2;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;SETECENTOS E QUATRO;1;1;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;SETECENTOS E VINTE E SEIS;2;5;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;SETECENTOS E VINTE E UM;1;9;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;SOLDADO EXPEDITO LOPES;2;2;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;JARDIM VITORIA;RUA;UM;1;9;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;AVENIDA;NOSSA SENHORA DE FATIMA;3;3;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;AVENIDA;PRESIDENTE ANTONIO CARLOS;52;5;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;PRACA;VAZ DE MELO;1;3;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;RUA;ADALBERTO FERRAZ;1;6;2;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;RUA;ALEM PARAIBA;9;7;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;RUA;CAXAMBU;2;4;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;RUA;DIAMANTINA;4;7;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;RUA;FORMIGA;2;2;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;RUA;ITABIRA;1;4;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;RUA;ITAPECERICA;10;6;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;RUA;JEQUERI;2;1;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;RUA;PAQUEQUER;1;1;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;RUA;PITANGUI;1;3;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;RUA;RIO NOVO;3;5;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;LAGOINHA;RUA;TURVO;2;5;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RODOVIA;ANEL RODOVIARIO;8;8;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RODOVIA;MG05;2;4;6;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;ANTHERO DE CARVALHO DRUMOND;2;3;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;ARISTIDES VITOR;1;1;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;BARREIRO GRANDE;5;1;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;CHESQUIEL ZINQUIER;2;6;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;DOUTOR FRANCISCO CARVALHO;1;9;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;EDSON LUIZ MIRANDA;3;3;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;EXPEDICIONARIO JOSE SILVA;2;6;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;EXPEDICIONARIO JOSE ZEFERINO;1;5;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;FRANCELINA ALVES DE MIRANDA;2;6;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;GERALDA DINIZ MIRANDA;2;3;4;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;GERALDA MARTINS MIRANDA;1;5;1;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;GERALDO MAGELA GONCALVES;1;9;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;JOAQUIM PURIFICACAO DO CARMO;1;8;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;JOSE HEMERCEDINO MIRANDA;1;5;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;JOSE ISIDORO MIRANDA;1;2;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;JOSE SANTIAGO DA SILVA;1;2;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;LUCIA;2;6;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;MANOEL PEDRO MIRANDA;1;9;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;MARCOS PAULO DE VASCONCELOS;1;1;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;MARIA ANGELINA MIRANDA;1;4;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;MARIA DAS GRACAS;3;2;2;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;MARIA GOMES PEREIRA;3;8;4;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;MARIAS;1;4;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;MERCEDES LUIZA MIRANDA;2;3;5;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;PRISCO GOMES DA FONSECA;2;2;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;SANTA ENGRACIA DE SARAGOCA;1;8;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;SANTA EUFEMIA;1;1;1;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA GORETTI;RUA;WALTER DE ABREU;3;8;7;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;AVENIDA;CRISTIANO MACHADO;2;5;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;AVENIDA;JOSE CLETO;1;8;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;AVENIDA;MEIRA DE VASCONCELOS;1;2;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;RODOVIA;ANEL RODOVIARIO;5;7;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;RODOVIA;BR 262;1;7;2;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;RUA;ALVARO OLIVEIRA ROXO;1;6;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;RUA;DIVINOLANDIA DE MINAS;3;7;3;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;RUA;DO CONTORNO;2;7;7;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;RUA;EDELZUTH FROTA CRUZ;1;4;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;RUA;JOSE FRANCISCO DA SILVA;1;3;6;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;RUA;LIDIO LUNARDI;2;4;3;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;RUA;MANOEL SABINO NOGUEIRA;1;6;7;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;RUA;MODELO;1;2;1;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;RUA;NICOLINA PACHECO;3;2;4;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;MARIA VIRGINIA;RUA;SILVEIRA LOBO;1;6;5;1
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RODOVIA;ANEL RODOVIARIO;12;6;5;2
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RODOVIA;BR 262;2;3;3;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RODOVIA;BR 381;2;6;6;3
2019;BELO HORIZONTE;ROUBO;CONSUMADO;NAZARE;RUA;AGENOR ALVES;3;4;1;3
