Ano Fato;Município;Desc Longa Subclasse Nat Principal;Tentado/Consumado Nat Principal;Bairro;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Qtde Ocorrências;MesOcorrencia;DiaOcorrencia;TurnoOcorrencia
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;ANA PAULA;1;1;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;ANTONIO CLEMENTE;3;9;2;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;AROEIRA;5;3;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;CASTRO MORAIS;1;7;6;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;CONEGO SANTANA;9;6;5;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;COQUEIROS;4;4;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;CORONEL JAIRO PEREIRA;10;9;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;CORONEL JOSE DE CASTRO;2;6;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;DAVID ALVES BARRETO;2;7;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;DOUTOR LUND;1;2;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;ESTER DE LIMA;6;5;6;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;FELICIO ROXO;1;1;2;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;FRANCISCO ALEVATO;4;6;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;FRANCISCO LUIZ;2;7;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;FRANCISCO NUNES;1;8;3;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;GENTIL TEODORO;4;1;3;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;GLAURA;2;9;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;GURUPA;1;3;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;IBERTIOGA;9;7;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;INHAI;1;6;3;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;IRACEMA;3;9;6;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;IRIBA;1;7;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;ITAPETINGA;2;2;2;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;ITAUNINHA;6;4;6;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;JOSE JOAQUIM DA MATA;1;8;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;JOSE MAURICIO VEIGA;1;5;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;JOSE NICODEMOS;2;5;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;LUIZ CASTANHEDES;5;2;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;LUIZ PECANHA;1;2;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;MANICORE;1;7;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;MANOEL JOSE SILVA;1;9;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;MANOEL PASSOS;5;6;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;MARIO DE LIMA;2;2;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;MONTE PASCOAL;1;5;3;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;MORRO DE SAO PAULO;1;9;6;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;PACAJA;1;3;7;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;PADRE FELIPE SILVA;2;8;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;PADRE SIMAO MAYS;1;4;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;PAULO TIMOTEO NASCIMENTO;3;7;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;PINDORAMA;2;2;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;PIRAMBO;2;4;6;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;SALITRE;2;6;5;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;SAMBEATIBA;1;5;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;SAO LEOPOLDO;6;9;5;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;SOARES ARAUJO;2;5;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;TENENTE HELIM;4;8;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SANTA CRUZ;RUA;VITORIA;1;1;6;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;AVENIDA;A;1;4;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;AVENIDA;CRISTIANO MACHADO;65;5;2;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;AVENIDA;ESPLANADA;1;1;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;AVENIDA;REDE;2;1;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;AVENIDA;RISOLETA NEVES;3;8;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;PRACA;ZOLY FRANCA SILVA;3;8;2;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RODOVIA;ANEL RODOVIARIO;5;4;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RODOVIA;MG 020;1;2;5;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;ALIANCA;1;8;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;AMARAJI;5;7;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;ANA PEREIRA MENEZES;4;5;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;ANAPURUS;18;4;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;ANORI;3;7;3;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;AUGUSTO JOSE DE ARAUJO;4;6;7;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;CABEDELO;1;8;3;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;CABO FRIO;1;8;5;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;CACIMBA DE AREIA;2;8;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;CANTO DO BURITI;2;6;7;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;CASTANHAL;1;7;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;CASTELO DO PIAUI;1;3;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;CIRCULAR;4;3;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;CODAJAS;5;4;5;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;CORONEL EUGENIO THIBAU;4;2;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;CURIMATAN;4;7;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;EDSON SILVEIRA;1;5;5;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;GENERAL ASTOLFO FERREIRA MENDES;5;3;5;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;GUAMARE;2;4;5;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;ILHA DE MALTA;6;7;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;JACUI;4;9;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;JOSE TOLEDO DE OLIVEIRA;4;2;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;LAJEDO;5;8;2;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;MANAIRA;1;4;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;MARICA;5;9;7;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;MOMBACA;1;1;2;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;NOSSA SENHORA AUXILIADORA;1;8;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;PARINTINS;1;6;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;PEDRA GRANDE;1;8;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;POCO BRANCO;1;2;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;SALOA;1;4;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;SANTA ANA;1;1;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;SANTO CECILIO;2;3;3;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;SANTOS ANJOS;2;5;3;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;SAO BRAS;1;6;6;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;SAO DIMAS;2;4;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;SAO GREGORIO;2;7;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;SAO JOAO DA SERRA;5;6;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;SAO ZEFERINO;3;9;2;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;VERDEJANTE;1;1;2;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;VICENCIA;1;6;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;WALMIR DIAS SANTOS;2;7;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;WALTER IANNI;12;4;2;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO GABRIEL;RUA;ZUMBI;1;9;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;AVENIDA;DOM PEDRO PRIMEIRO;3;1;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;AVENIDA;DOUTOR ALVARO CAMARGOS;28;9;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;AVENIDA;JOAO SAMAHA;59;7;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;PRACA;FRANCISCO MARTINS DIAS;1;3;3;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;ADILSON PAULO DE SOUZA;5;6;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;AFONSO CELSO;3;3;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;ANTONIO ORLINDO DE CASTRO;6;6;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;ANTONIO ROCHA;4;2;6;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;ARI VEIGA PINTO;3;5;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;AUGUSTO FRANCO;3;6;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;BERNARDINO OLIVEIRA PENA;1;9;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;BOA VISTA;8;2;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;CAMILA DE SOUZA MACHADO;1;9;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;CANDIDA AUGUSTA FRADE;1;6;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;CLARICE LISPECTOR;2;5;3;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;CONCEICAO OLIMPIA SOARES;4;2;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;DOMINGOS GARCIA;1;7;3;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;DOUTOR AMERICO GASPARINI;1;9;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;DOZE DE OUTUBRO;1;2;4;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;ELCE RIBEIRO;3;6;4;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;ERICO VERISSIMO;5;1;2;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;EUGENIO VOLPINI;2;2;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;EXPEDICIONARIO AMERICO FERNANDES;2;7;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;FERNANDO MARCOS DE ARAUJO;1;7;2;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;GERALDA MARINHO;2;1;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;HEITOR GUIMARAES;1;3;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;HELIO PELLEGRINO;1;3;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;JOAO GUALBERTO DE ABREU;5;1;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;JOAQUIM DE PINHO;2;2;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;JOSE DA COSTA;1;3;2;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;JOSE SANGUINETE;4;9;7;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;JOSE VIEIRA BRANDAO;2;3;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;LUIZA VIEIRA;1;3;4;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;MARIA DE LOURDES CARREIRA;1;3;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;MIGUEL AUGUSTO DA SILVA;1;1;4;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;MOACYR FROES;1;3;2;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;NELITA SALERMO PENIDO;2;5;3;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;PADRE PEDRO PINTO;12;9;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;PASTOR RUI FRANCO;1;9;7;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;PEDRINHAS;7;9;3;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;PONTE;2;5;6;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;PROFESSOR AIMORE DUTRA;2;1;6;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;ROSINHA CADAR;2;5;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;SANTA MARIA BERTILLA;1;1;7;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;SANTO ANTONIO;5;2;5;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;SANTO ANTONIO DE LISBOA;3;2;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;SAO BENEDITO;2;4;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO JOAO BATISTA;RUA;TEREZINHA DE JESUS CARDOSO;3;4;3;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;CRUZEIRO;1;1;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;FRANCISCO LEOCADIO;1;6;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;JAQUES ROBERTO;3;6;7;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;JOSE MOREIRA BARBOSA;2;6;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;LAGO;2;6;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;MARIA APARECIDA;3;6;2;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;ROSARIO;2;3;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;SANTA ALIANCA;1;8;7;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;SANTA AMELIA;1;1;6;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;SANTA INES;3;6;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;SANTA MARIA;4;5;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;SANTO ESTEVAO;1;6;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;SANTO INACIO;1;3;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;RUA;SAO BENEDITO;2;8;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO MARCOS;TRAVESSA;ROSARIO;1;4;4;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;AVENIDA;CACHOEIRINHA;2;7;6;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;AVENIDA;CRISTIANO MACHADO;13;1;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;ABAIBA;4;6;6;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;AGRELOS;2;9;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;AIURUOCA;7;1;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;ALTO GUANDU;3;4;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;ANGATURAMA;5;4;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;ANGOLA;6;9;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;BOM JESUS DO AMPARO;1;6;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;DEMOCRATA;1;7;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;DORESOPOLIS;1;7;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;FERREIRA DOS SANTOS;2;8;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;HARMONIA;1;8;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;JOAQUIM GOUVEA;11;1;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;MANOEL ALEXANDRINO;6;6;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;MANOEL RUBIM;3;3;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;PENIDO;1;9;5;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;PERDIGAO;3;8;7;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;QUELUZITA;27;7;6;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SAO PAULO;RUA;UNIDADE;2;3;3;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;AVENIDA;CRISTIANO MACHADO;42;1;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;AVENIDA;DOM LEME;1;5;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;PRACA;ISMAEL DE OLIVEIRA FABRE;1;7;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;PRACA;TREZE DE MAIO;1;9;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;AGOSTINHO AZZI;2;3;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;ANA DE CARVALHO SILVEIRA;2;3;2;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;BIAGIO POLIZZI;2;1;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;CARLOS TURNER;2;7;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;EVERARDO VIEIRA;1;9;7;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;ILACIR PEREIRA LIMA;13;9;3;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;JATAI;2;4;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;JORNALISTA JURACY MANUEL;1;6;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;JOSE GERALDO BESSA;1;2;3;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;JURUA;1;8;5;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;SAO CLARET;1;2;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;SAO GONCALO;1;9;3;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;TANCREDO DA SILVA PINTO;2;2;4;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;VALDIR LEITE PENA;1;8;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;VICENTE DE PAULA ALMEIDA;2;4;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;SILVEIRA;RUA;WANIA CARVALHO SILVEIRA;1;8;7;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;AVENIDA;ALBERTO CINTRA;41;5;7;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;AVENIDA;CACHOEIRINHA;1;6;5;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;AVENIDA;CRISTIANO MACHADO;264;2;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;AVENIDA;JOSE CANDIDO DA SILVEIRA;2;4;5;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;AGATA;1;2;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;ALVARES DA SILVA;3;6;2;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;ANDESITA;3;5;7;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;ARTUR DE SA;31;5;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;BOLIVAR;7;2;4;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;CAMILO PRATES;2;9;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;DIAS DA MOTA;1;7;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;DOMINGOS FERNANDES;6;2;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;EDSON;3;6;1;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;ENGENHEIRO BERNARDO SAYAO;2;4;5;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;FELIPE DE MELO;4;9;7;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;FLOR DE GUAMBE;5;6;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;FLOR DE JEQUITIBA;3;5;3;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;FRANCISCO LEAO CORREA;2;3;2;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;JEFERSON;1;6;4;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;JOAO ARANTES;2;3;1;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;JOAO CHAGAS;1;7;7;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;JOHNSON;1;9;1;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;JUAREZ;2;4;4;2
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;LEONCIO CHAGAS;1;9;3;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;LINCOLN;2;3;7;1
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;LORCA;2;6;6;3
2019;BELO HORIZONTE;FURTO;CONSUMADO;UNIAO;RUA;MANOEL MIRANDA;2;7;5;1
